"city","country","name","japanese_name","address","japanese_address","capacity","image_url"
"Ciudad de Córdoba, Provincia de Córdoba","Argentina","Estadio Mario Alberto Kempes","エスタディオ マリオ アルベルト ケンペス","Avenida Cárcano, Chateau Carreras","","57503","https://media.api-sports.io/football/venues/110.png"
"Rosario, Provincia de Santa Fe","Argentina","Estadio Marcelo Alberto Bielsa","エスタディオ マルセロ アルベルト ビエルサ","Parque de la Independencia, Barrio Centro","","42000","https://media.api-sports.io/football/venues/93.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio Diego Armando Maradona","エスタディオ ディエゴ アルマンド マラドーナ","Calle Gavilán 2151 y Juan Agustín García, La Paternal","","24380","https://media.api-sports.io/football/venues/37.png"
"Avellaneda, Provincia de Buenos Aires","Argentina","Estadio Julio Humberto Grondona","エスタディオ フリオ ウンベルト グロンドーナ","Avenida Juan Díaz de Solís 3660, Sarandí","","18300","https://media.api-sports.io/football/venues/38.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio Pedro Bidegaín","ペドロ・ビデガイン・スタジアム","Avenida Perito Moreno y Avenida Varela 1437","","43494","https://media.api-sports.io/football/venues/103.png"
"San Juan, Provincia de San Juan","Argentina","Estadio Ingeniero Hilario Sánchez","エスタディオ インヘニエロ イラリオ サンチェス","Calle Mendoza 1164 Norte","","19000","https://media.api-sports.io/football/venues/104.png"
"Carlos Casares, Provincia de Buenos Aires","Argentina","Estadio Ofelia Rosenzuaig","オフェリア・ローゼンズアイグ・スタジアム","Calle Carlos Arroyo","","5000","https://media.api-sports.io/football/venues/1770.png"
"Mar del Plata, Provincia de Buenos Aires","Argentina","Estadio José María Minella","ホセ・マリア・ミネラ・スタジアム","Avenida de las Olimpiadas y Ortíz de Zárate","","35354","https://media.api-sports.io/football/venues/33.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio Islas Malvinas","エスタディオ イスラス マルビナス","Avenida Álvarez Jonte 4190 y Chivilcoy, Floresta","","16500","https://media.api-sports.io/football/venues/34.png"
"Rafaela, Provincia de Santa Fe","Argentina","Estadio Nuevo Monumental","ヌエボ モニュメンタル スタジアム","Calle Urquiza y Primera Junta, Barrio Alberdi","","16000","https://media.api-sports.io/football/venues/41.png"
"Santiago del Estero, Prov. de Santiago del Estero","Argentina","Estadio Aurinegro","エスタディオ・アウリネグロ","Avenida Roca Sur y Calle Tres de Febrero","","10500","https://media.api-sports.io/football/venues/1735.png"
"Corrientes, Provincia de Corrientes","Argentina","Estadio José Antonio Romero Feris","エスタディオ ホセ アントニオ ロメロ フェリス","Avenida Domingo Sarmiento 2201 y Avenida Teniente Ibáñez","","15172","https://media.api-sports.io/football/venues/3033.png"
"Almirante Brown, Provincia de Buenos Aires","Argentina","Estadio Lorenzo Arandilla","ロレンソ・アランディージャ・スタジアム","Avenida Bertolomé Cerretti 806 y Presidente Arturo Illia, Adrogué","","6000","https://media.api-sports.io/football/venues/48.png"
"Morón, Provincia de Buenos Aires","Argentina","Estadio Nuevo Francisco Urbano","エスタディオ ヌエボ フランシスコ ウルバーノ","Avenida Hipólito Yrigoyen 1600","","32000","https://media.api-sports.io/football/venues/65.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio Arquitecto Ricardo Etcheverry","エスタディオ・アルキテクト・リカルド・エチェベリー","Avenida Avellaneda 1240, Caballito","","24442","https://media.api-sports.io/football/venues/73.png"
"Luján, Provincia de Buenos Aires","Argentina","Estadio Carlos V","エスタディオ カルロス V","Avenida San Martín, entre Avenida Fray Manuel de Torres, Jáuregui","","3000","https://media.api-sports.io/football/venues/75.png"
"Puerto Madryn, Provincia de Chubut","Argentina","Estadio Raúl Conti","ラウル・コンティ・スタジアム","Calle Reconquista y Mariano Moreno","","8500","https://media.api-sports.io/football/venues/49.png"
"Mendoza, Provincia de Mendoza","Argentina","Estadio Juan Bautista Gargantini","エスタディオ フアン・バウティスタ・ガルガンティーニ","Avenida Boulogne Sur Mer 788, San Martín","","16000","https://media.api-sports.io/football/venues/83.png"
"Junín, Provincia de Buenos Aires","Argentina","Estadio Eva Perón de Junín","エバ・ペロン・デ・フニン・スタジアム","Calle Arias y  Necochea 25","","22000","https://media.api-sports.io/football/venues/107.png"
"Tandil, Provincia de Buenos Aires","Argentina","Estadio Municipal General San Martín de Tandil","エスタディオ ミュニシパル サン マルティン デ タンディル","Avenida Rivadavia 350 (Godoy Cruz y Pueyrredón)","","8762","https://media.api-sports.io/football/venues/106.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio Guillermo Laza","ギジェルモ・ラサ・スタジアム","Avenida Varela y Ana María Janer 2651, Flores","","3000","https://media.api-sports.io/football/venues/66.png"
"Ciudad de San Luis, Provincia de San Luis","Argentina","Estadio Héctor Odicino Pedro Benoza","エスタディオ エクトル・オディシーノ・ペドロ・ベノーザ","Calle Aristobulo del Valle y Estado de Israel","","12000","https://media.api-sports.io/football/venues/1768.png"
"Ciudad de Córdoba, Provincia de Córdoba","Argentina","Estadio Juan Domingo Perón","フアン・ドミンゴ・ペロン・スタジアム","Calle Jujuy 2602 y Lope de Vega, Alta Córdoba","","26535","https://media.api-sports.io/football/venues/84.png"
"San Salvador de Jujuy, Provincia de Jujuy","Argentina","Estadio 23 de Agosto","エスタディオ 23 デ アゴスト","Avenida El Éxodo y Santa Barbara","","23200","https://media.api-sports.io/football/venues/76.png"
"Quilmes, Provincia de Buenos Aires","Argentina","Estadio Centenario Ciudad de Quilmes","エスタディオ センテナリオ シウダー デ キルメス","Avenida Vicente López y Esquiú, Barrio Libertador General San Martín","","30200","https://media.api-sports.io/football/venues/20215.png"
"Campana, Provincia de Buenos Aires","Argentina","Estadio El Coliseo de Mitre y Puccini","エスタディオ エル コリセオ デ ミトレ イ プッチーニ","Avenida Bartolomé Mitre 1751","","11250","https://media.api-sports.io/football/venues/117.png"
"Tres de Febrero, Provincia de Buenos Aires","Argentina","Estadio Tres de Febrero","エスタディオ トレス デ フェブレロ","Avenida Marcelo Torcuato de Alvear 2223, José Ingenieros","","19000","https://media.api-sports.io/football/venues/35.png"
"Lomas de Zamora, Provincia de Buenos Aires","Argentina","Estadio Eduardo Gallardón","エドゥアルド・ガジャルドン・スタジアム","Bouelvard Santa Fé 159","","33532","https://media.api-sports.io/football/venues/90.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio República de Mataderos","エスタディオ・レプブリカ・デ・マタデロス","Avenida Justo Antonio Suárez 6900 y Avenida Coronel Cárdenas, Mataderos","","28500","https://media.api-sports.io/football/venues/94.png"
"San Miguel de Tucumán, Provincia de Tucumán","Argentina","Estadio La Ciudadela","エスタディオ ラ シウダデラ","Calle Beccer y Avenida Pellegrini","","27000","https://media.api-sports.io/football/venues/105.png"
"Ingeniero Adolfo Sourdeaux, Buenos Aires","Argentina","Estadio Islas Malvinas","エスタディオ イスラス マルビナス","General Pico, Partido de Malvinas Argentinas","","500","https://media.api-sports.io/football/venues/18561.png"
"Paraná, Provincia de Entre Ríos","Argentina","Estadio Pedro Mutio","ペドロ・ムティオ・スタジアム","Calle José Ruperto Pérez 273","","6000","https://media.api-sports.io/football/venues/1714.png"
"Gran Posadas, Provincia de Misiones","Argentina","Estadio Comandante Andrés Guacurarí","エスタディオ コマンダンテ アンドレス グアクアリ","Avenida Uruguay 4596 / Paraje Santa Inés","","12000","https://media.api-sports.io/football/venues/58.png"
"Pergamino, Provincia de Buenos Aires","Argentina","Estadio Miguel Morales","ミゲル・モラレス・スタジアム","Avenida Champagnat y Siria","","18000","https://media.api-sports.io/football/venues/69.png"
"Rosario, Provincia de Santa Fe","Argentina","Estadio Gabino Sosa","エスタディオ ガビノ ソサ","Calle Juan Manuel de Rosas, 1º de Mayo, Gálvez y Virasoro","","17500","https://media.api-sports.io/football/venues/52.png"
"Gualeguaychú, Provincia de Entre Ríos","Argentina","Estadio Luis Delfino","ルイス・デルフィーノ・スタジアム","Avenida Schastel y Luis N. Palma","","10000","https://media.api-sports.io/football/venues/85.png"
"Vicente López, Provincia de Buenos Aires","Argentina","Estadio Ciudad de Vicente López","エスタディオ シウダー デ ビセンテ ロペス","Calle Juan Zufriategui 2021 (Avenida General Paz), Florida","","31030","https://media.api-sports.io/football/venues/97.png"
"Santiago del Estero, Provincia de Santiago del Est","Argentina","Estadio Alfredo Terrera","アルフレド・テレーラ・スタジアム","Calle Granadero Saavedra","","16000","https://media.api-sports.io/football/venues/2997.png"
"Mendoza, Provincia de Mendoza","Argentina","Estadio Víctor Antonio Legrotaglie","エスタディオ ビクトル アントニオ レグロターリエ","Calle Lencinas, Parque General San Martín","","11500","https://media.api-sports.io/football/venues/78.png"
"Capital Federal, Ciudad de Buenos Aires","Argentina","Estadio Juan Pasquale","エスタディオ フアン パスクアーレ","Avenida Comodoro Martín Rivadavia 1450 y Avenida del Libertador, Nuñez","","8300","https://media.api-sports.io/football/venues/60.png"
"Gregorio de Laferrere, Provincia de Buenos Aires","Argentina","Estadio Deportivo Laferrere","エスタディオ・デポルティーボ・ラフェレレ","Calle Osvaldo Magnasco y Rodney","","5000","https://media.api-sports.io/football/venues/87.png"
"Andalgalá, Provincia de Catamarca","Argentina","Estadio de Tiro Federal y Gimnasia de Andalgalá","エスタディオ・デ・ティロ・フェデラル・イ・ヒムナシア・デ・アンダルガラ","","","2000","https://media.api-sports.io/football/venues/1767.png"
"Remedios Escalada, Provincia de Buenos Aires","Argentina","Estadio Pablo Comelli","エスタディオ パブロ コメリ","Avenida Coronel Timote 3401 y Manuel Castro","","16000","https://media.api-sports.io/football/venues/19376.png"
"Salta, Provincia de Salta","Argentina","Estadio El Gigante del Norte","エスタディオ エル ヒガンテ デル ノルテ","Calle Leguizamón y Vicente López","","24300","https://media.api-sports.io/football/venues/79.png"
"Puerto Madryn, Provincia de Chubut","Argentina","Estadio Abel Sastre","アベル・サストレ・スタジアム","Avenida Juan 23 Norte / Avenida Kenneth Woodley","","6000","https://media.api-sports.io/football/venues/63.png"
"General Daniel Cerri, Provincia de Buenos Aires","Argentina","Estadio Luis Molina","ルイスモリーナスタジアム","Alvarado","","4000","https://media.api-sports.io/football/venues/1843.png"
"Avellaneda, Provincia de Buenos Aires","Argentina","Estadio Dr. Osvaldo Francisco Baletto","エスタディオ ドクター オスバルド フランシスコ バレト","Calle Virrey Vieytes y General Las Heras, Isla Maciel","","7500","https://media.api-sports.io/football/venues/5957.png"
"Sunchales, Provincia de Santa Fe","Argentina","Estadio Unión de Sunchales","ウニオン・デ・スンチャレス・スタジアム","Avenida Belgrano esq. Gabriel Miretti / Italia","","5650","https://media.api-sports.io/football/venues/114.png"
"Ciudad de Formosa, Provincia de Formosa","Argentina","Estadio 17 de Octubre","10月17日スタジアム","1298, Obispo Pacifico Scozzina 1200","","2000","https://media.api-sports.io/football/venues/19530.png"
"Caseros, Provincia de Buenos Aires","Argentina","Estadio Ciudad de Caseros","エスタディオ シウダ デ カセロス","Avenida General Justo José de Urquiza y Lisandro de la Torre","","16740","https://media.api-sports.io/football/venues/71.png"
"General Rodríguez, Provincia de Buenos Aires","Argentina","Estadio Ricardo Puga","リカルド・プーガ・スタジアム","Ruta 24 y Saldías, Barrio Los Naranjos","","2500","https://media.api-sports.io/football/venues/40.png"
"Bahía Blanca, Provincia de Buenos Aires","Argentina","Estadio El Fortín","エル フォルティン スタジアム","Avenida Maipú y Necochea","","6000","https://media.api-sports.io/football/venues/118.png"
"General Rodríguez, Provincia de Buenos Aires","Argentina","Estadio Leandro Nicéforo Alem","エスタディオ レアンドロ ニセフォロ アレム","Avenida Almirante Brown y Sarmiento","","4000","https://media.api-sports.io/football/venues/89.png"
"San Juan, Provincia de San Juan","Argentina","Estadio San Juan del Bicentenario","エスタディオ サン フアン デル ビセンテナリオ","RN 40, Pocito, Sánchez de Loria","","27836","https://media.api-sports.io/football/venues/20630.png"
"Villa Soldati, Provincia de Buenos Aires","Argentina","Estadio Beto Larrosa","エスタディオ ベト ラロサ","Calle Lacarra y José Barros Pazos","","4000","https://media.api-sports.io/football/venues/102.png"
"Zárate, Provincia de Buenos Aires","Argentina","Estadio Gigante de Villa Fox","エスタディオ ヒガンテ デ ビジャ フォックス","Avenida Justa Lima de Atucha y Sáenz Peña / Bernardo de Yrigoyen, Villa Fox","","6000","https://media.api-sports.io/football/venues/61.png"
